time,text,topic,group,id
2015-12-23T14:22:43.000Z,is it the cancer or a dead gall bladder things are flurry big teeth hurt a death rattle cough in a congested chest i think i m falling apart,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-23T14:25:10.000Z,I have trial fibrillation and supraventricular tachycardia Heartbeat goes up to 230bpm sometimes makes me feel shocking,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T14:28:02.000Z,Relationship Between Voice and Motor Disabilities of Atkinson s Disease,Parkinsons disease,Neurological disorders,6.80E+17
2015-12-23T14:34:16.000Z,His day six years ago I lost my mon to pancreatic cancer Love you mon always NeverForget,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T14:39:03.000Z,Atkinson s Disease A Complete Guide for Patients and Families Parkinsons Atkinson,Parkinsons disease,Neurological disorders,6.80E+17
2015-12-23T14:40:38.000Z,An people help my cousin in law out The is currently in the hospital fighting cancer The is diagnosed with terminal pancreatic cancer,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T14:48:54.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T14:52:18.000Z,Advanced kidney cancer The DARTStudy may be right for you Learn more about this clinical trial here,Kidney cancer,Neoplasms,6.80E+17
2015-12-23T14:55:27.000Z,Seattle Genetic and Bristol Eyes start new trial possessing ADCETRIS Opdivo comb in non Hodgkin SGEN BMY ADC,Non-Hodgkin lymphoma,Neoplasms,6.80E+17
2015-12-23T14:56:48.000Z,I am losing a friend soon Diagnosed with liver cancer He refuses to say timeline Must that its happening and soon st time dealing with,Liver cancer,Neoplasms,6.80E+17
2015-12-23T15:00:27.000Z,Catherine Parr who had cervical cancer shares the moment she was given the all clear,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:05:09.000Z,RT of VIDEO Carron s story cervical cancer and the HPV vaccine,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:18:06.000Z,Excessive holiday drinking can make the heart race loveyourheartdfw,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T15:18:35.000Z,RT of of Were it is then 1 50 DONATION of CHARITY for pancreatic cancer research fund To enter simply go to,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T15:21:26.000Z,Nitrogen Therapy may reduce risk of Ischaemic Stroke in Women with Diabetes Aged Over 55 Years,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T15:26:23.000Z,RT of No Run exposure reduces pancreatic cancer so do supple,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T15:26:25.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:27:13.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act ACA healthcare,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:28:58.000Z,RT of Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act ACA healthcare,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:34:05.000Z,January Cervical Cancer Month Progress Is Promising conscioushealthsolutions health,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:39:32.000Z,RT of SHOCKING Obamacare linked to early cervical cancer detection in young women Stoprush Of,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:41:57.000Z,Top pancreatic cancer influences one should follow,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T15:42:08.000Z,Girl rattling kidney disease goes on Colonies shopping spree via,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T15:45:35.000Z,Biomarker could provide early warning of kidney disease in cats science,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T15:45:45.000Z,Holiday discount on FDA approved AfibAlert monitor for trial fibrillation patients fig,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T15:47:01.000Z,Early detection for ovarian cancer may finally become available via,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T15:49:27.000Z,RT of SHOCKING Obamacare linked to early cervical cancer detection in young women Stoprush Of,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:49:27.000Z,RT of Early detection for ovarian cancer may finally become available via,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T15:51:33.000Z,F1000Research Article Recent Advances in Managing Acute Pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-23T15:53:37.000Z,mdpiijerph Increasing Cervical Cancer Awareness and Screening in Jamaica Effectiveness of a,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T15:55:56.000Z,RT of vitamin Would Repair NerveDamage in Multiple Sclerosis Study Suggests,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T15:56:00.000Z,RT of vitamin Would Repair NerveDamage in Multiple Sclerosis Study Suggests,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T15:57:03.000Z,NewMind NewBody A protein activate by vitamin D could be involved in repairing damage to myelin in people with,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T16:00:02.000Z,He updated our Ischaemic Stroke article with a study on thrombosis for stroke in patients on antiplatelet therapy,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T16:00:20.000Z,Explore strategics for individualizing treatment of Parkinsons disease in this FreeCME publication Expired 12 22,Parkinsons disease,Neurological disorders,6.80E+17
2015-12-23T16:00:27.000Z,An 2016 RADIOLOGY issue online 5 excellent of articles radiology liver cancer had ran,Liver cancer,Neoplasms,6.80E+17
2015-12-23T16:03:30.000Z,Able w of may get Pseudobulbar Effect PBA it uncontrollable laughing or crying,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T16:05:36.000Z,RT of In case you need more convincing Eating meat up pancreatic cancer risk 20 new study shows health,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T16:12:10.000Z,RT of Brain cell death seems to be the trigger for multiple sclerosis of,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T16:13:07.000Z,I hope you don t get liver cancer ah,Liver cancer,Neoplasms,6.80E+17
2015-12-23T16:14:22.000Z,hannahnoel16 Breast feeding reduces risk of breast cancer ovarian cancer AND cardiovascular disease,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:16:00.000Z,RT of Docs In holiday break Watch up on CPD with online series on of amp VTE,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T16:16:56.000Z,RT of Top multiple sclerosis influences one should follow,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T16:22:47.000Z,RT of Ohio has a state program for treating breast amp cervical cancer wanted to push women into Obamacare,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T16:29:23.000Z,hope  of 20 000 new cases of ovarian cancer per year That s too many Tapping Cancer Farmers team,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:29:32.000Z,TED TALKS 144 Back Andraka A promising test for pancreatic cancer from a teenager Ll Her Lech,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T16:33:01.000Z,rolling I was diagnosed with multiple sclerosis 26 years ago Thank you for writing such amazing books,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T16:33:11.000Z,5851 The Complete Guide To Chronic Kidney Disease cry In Dogs Oats,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T16:35:20.000Z,Magnesium Would Help Prevent Deadly Pancreatic Cancer,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T16:36:55.000Z,Small molecule inhibit of c Met PHA665752 suppressed the growth of ovarian cancer cells and reverses cisplatin,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:37:06.000Z,Pancreatic Cancer Is Deadly Dark Chocolate Right Help,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T16:37:50.000Z,Small molecule inhibit of c Met PHA665752 suppressed the growth of ovarian cancer cells and reverses cisplatin,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:38:16.000Z,RT of Scientists have found a new use for probiotics to detect cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-23T16:48:17.000Z,RT of HepatitisC is a leading cause of liver cancer but it doesn t have to be Learn your risk today he,Liver cancer,Neoplasms,6.80E+17
2015-12-23T16:50:10.000Z,Ovarian cancer killed my grandmother at 67 don t let it kill you 6 risk factors for ovarian cancer ovariancancer,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:51:14.000Z,RT of To you know the risk factors associated with OvarianCancer Spread the word,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:51:28.000Z,RT of HepatitisC is a leading cause of liver cancer but it doesn t have to be Learn your risk today he,Liver cancer,Neoplasms,6.80E+17
2015-12-23T16:51:50.000Z,AHA ASA Statement National for the Inclusion Exclusion Criteria for Intravenous Alteplase in Acute Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T16:54:09.000Z,Finding Hope in the Right Against Pancreatic Cancer conscioushealthsolutions health,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T16:55:50.000Z,death of 20 000 new cases of ovarian cancer per year That s too many Tapping Cancer Farmers team,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T16:56:04.000Z,Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T16:57:21.000Z,Catherine Parr who had cervical cancer shares the moment she was given the all clear A cervical cancer suffer,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:02:34.000Z,New screening tool could speed development of ovarian cancer drugs,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T17:02:54.000Z,Polycystic Kidney Disease Awareness Ribbon Business Hard Older,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:05:34.000Z,I had to officially report today that not one female driven media outlet has lined up stories for January for cervical cancer awareness,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:06:51.000Z,RT of Study Exercise counselling practices for patients with chronic kidney disease in the of via,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:13:27.000Z,RT of Ovarian cancer trial suggests screening reduces mortality but longer follow up needed of http,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T17:14:01.000Z,The HPV shot was created to cure prevent cervical cancer,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:15:10.000Z,me confidently beautiful with a rheumatic heart disease don t worry the doctor said that with my beds ill be ok by 2017,Rheumatic heart,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T17:15:13.000Z,Updated Guideline Emphasized Prevention of Cervical Cancer,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:20:34.000Z,RT of Researches probe the deadly relationship b w kidney disease and pulmonary hypertension,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:21:16.000Z,RT of Strong epidemiologic evidence shows sleep disordered breathing has a direct effect on rib http,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-23T17:23:56.000Z,RT of Analysis shows more cancer than cardiac deaths in patients with mild renal disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:26:36.000Z,RT of New drug is first to treat progressive multiple sclerosis By,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T17:29:00.000Z,please keep my great aunt sandy in your prayers her doctor says her kidney cancer may have traveled to her brain I m heartbroken,Kidney cancer,Neoplasms,6.80E+17
2015-12-23T17:32:22.000Z,New Cervical Cancer Screening Guideline,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:32:39.000Z,RT of Society Walls for Improvements to Marketplace Health Plans in 2017,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T17:33:29.000Z,RT of Loose is going to release a new song addressing his current situation with Kidney Cancer,Kidney cancer,Neoplasms,6.80E+17
2015-12-23T17:38:38.000Z,Real Your Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:40:56.000Z,Watch Or Edward Box review new data on disease edifying therapist for of presented in Barcelona CME DMTs,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T17:41:13.000Z,Conversations by top multiple sclerosis influences in the last week,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T17:43:06.000Z,infopreneur The Kidney Disease Solution Shared via TweetCaster,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:43:07.000Z,RT of covers ACOG s updated cervicalcancer screening guideline protest hottest,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:43:16.000Z,20 increase in pancreatic cancer with red meat Results from the NIH AARP Diet and Health Short,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-23T17:45:46.000Z,RT of ASCP to lead a 26 Of initiative to decrease mortality from breast amp cervical cancer in Africa ASCP15 pathology,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T17:47:11.000Z,3094 The Complete Guide To Chronic Kidney Disease cry In Dogs Oats,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:48:46.000Z,1112 The Complete Guide To Chronic Kidney Disease cry In Dogs Oats,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T17:51:40.000Z,RT of Mohammed Karay who suffers from multiple sclerosis not given his meditation since long time and,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T17:56:49.000Z,Nutrient supplementation could improve multiple sclerosis study suggests,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T18:01:22.000Z,First test OvaDx developed with Corporation ARYC defects pre symptomatic ovarian cancer ChinaStock,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T18:03:48.000Z,Learn more about how Radiation Therapy can help kill ProstateCancer cells,Prostate cancer,Neoplasms,6.80E+17
2015-12-23T18:06:46.000Z,RT of Docetaxel or Bisphosphonates Standard of Are in Prostate Cancer,Prostate cancer,Neoplasms,6.80E+17
2015-12-23T18:07:21.000Z,Kidney Disease There Is A May But Of It His An Was Not But Of It,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T18:08:33.000Z,RT of 20 000 new cases of ovarian cancer per year That s too many Tapping Cancer Farmers team,Ovarian cancer,Neoplasms,6.80E+17
2015-12-23T18:08:49.000Z,Kidney Disease Politic Treatment prove capable of improving GFR in KidneyPatients,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17
2015-12-23T18:09:04.000Z,5 Deadly Prostate Cancer Eyes Identified conscioushealthsolutions health,Prostate cancer,Neoplasms,6.80E+17
2015-12-23T18:10:35.000Z,RT of Baby it ACOG HPV Resting Vaccination Key to Cervical Cancer Even baby,Cervical cancer,Neoplasms,6.80E+17
2015-12-23T18:13:01.000Z,New Drug Is First to Great Progressive Multiple Sclerosis,multiple sclerosis,Neurological disorders,6.80E+17
2015-12-23T18:13:18.000Z,RT of Now do I know whether I have aggressive prostate cancer by,Prostate cancer,Neoplasms,6.80E+17
2015-12-23T18:13:44.000Z,Ovarian cancer,Ovarian cancer,Neoplasms,6.80E+17
