,1,2,3,4,5
991,Hypertension is a major risk factor for stroke aneurysms of the arteries peripheral arterial disease and chronic kidney disease,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,0.0
992,Hypertension puts strain on the heart possibly leading to hypertensive heart disease and coronary artery disease,Peptic ulcer,Digestive diseases (except cirrhosis),6.81E+17,0.0
993,Hypertrophic cardiomyopathy HCM is a common heart disease in all cats and is most commonly genetic in cause Ragdoll,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,0.0
994,Hypertrophic cardiomyopathy HCM is a genetic disorder that has a variable presentation and carries a high incidence of sudden death,Liver cancer,Neoplasms,6.76E+17,0.0
995,Hypoxia promotes C X C chemokine receptor type 4 expression through microRNA 150 in pancreatic cancer cells,Parkinsons disease,Neurological disorders,6.81E+17,0.0
996,I added a video to a playlist BLEEDING PEPTIC ULCER amp OPERATIONS,Epilepsy,Neurological disorders,6.78E+17,0.0
997,I added a video to a playlist New developments in the treatment of non Hodgkin lympho Or God,Cervical cancer,Neoplasms,6.76E+17,0.0
998,I added a video to a playlist On Hodgkin s Lymphoma Survivor Late Haleblian,Pancreatitis,Digestive diseases (except cirrhosis),6.76E+17,0.0
999,I added a video to a playlist septic ulcer and choice of operation,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17,0.0
1000,I am designing a webster to educate the masses on kidney disease May I write a blow post on your experiences,multiple sclerosis,Neurological disorders,6.81E+17,0.0
1001,I am losing a friend soon Diagnosed with liver cancer He refuses to say timeline Must that its happening and soon st time dealing with,multiple sclerosis,Neurological disorders,6.78E+17,0.0
1002,i ate so much i had to take paracetemol for the pain and now i have asthma christmas,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
1003,I can handle a lot of pains but lung pain or pancreatitis is a fucking deal breakers,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,0.0
1004,I d find you and plant lung cancer in your lungs,Cervical cancer,Neoplasms,6.76E+17,0.0
1005,I d much rather have pancreatic cancer than ever vote to labour I ll never ever ever vote for them I can t stand them may,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,0.0
1006,I don t care smoke fucking cigarettes but not around me I m not going to get cancer or have an asthma attack for a fucking drug,Cervical cancer,Neoplasms,6.80E+17,0.0
1007,I don t really want to be unkind but last night we saw 397 cases of not early enough onset Alzheimer s SyriaVote,Liver cancer,Neoplasms,6.76E+17,0.0
1008,I donate 0 08 to National Multiple Sclerosis Society instant,COPD,Chronic respiratory diseases,6.71E+17,0.0
1009,i dont know if i know anyone with epilepsy but who knows i dont know everyone who follows me,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
1010,I feel like death and I want to cry but that ll only make my migrate worse,Abortion,Maternal disorders,6.80E+17,0.0
1011,i feel like i might actually have an asthma attack,Epilepsy,Neurological disorders,6.81E+17,0.0
1012,I feel like my asthma is going to be acting up with this weather,Ovarian cancer,Neoplasms,6.81E+17,0.0
1013,I feel sick so i didn go to work my stomach hurts pancreatitis pus calm itself,Cardiomyopathy,Cardiovascular and circulatory diseases,6.76E+17,0.0
1014,I found it useful for my thesis on the economic evaluation of HPV vaccination for cervical cancer prevention,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
1015,I gall bladder for that mug is a fair trade I think,Cardiomyopathy,Cardiovascular and circulatory diseases,6.81E+17,0.0
1016,I get in such a bad mood when my stomach hurts Pancreatitis fuck you,Asthma,Chronic respiratory diseases,6.81E+17,0.0
1017,I got asthma trying to read this,Prostate cancer,Neoplasms,6.77E+17,0.0
1018,I got my christmas pancreatitis how about you nomorecodliver,Epilepsy,Neurological disorders,6.80E+17,0.0
1019,i got sick too D its either that or seasonal minor asthma,Liver cancer,Neoplasms,6.80E+17,0.0
1020,I got so sick last week I don t know whether it was my gall bladder or my husband poisoned me my aunt,multiple sclerosis,Neurological disorders,6.80E+17,0.0
1021,I had 2 get mine removed I feel for u so much I m sending good pure lesion vices to or EVIL straight gall bladder,COPD,Chronic respiratory diseases,6.77E+17,0.0
1022,I had another gall bladder attack and mamma needs to get it removed ASAP I am in pain,Non-Hodgkin lymphoma,Neoplasms,6.71E+17,0.0
1023,I Had Asthma for 12 Years Until I Round But It Was Cancer conscioushealthsolutions health,Epilepsy,Neurological disorders,6.80E+17,0.0
1024,I had severe pancreatitis and had to have mine out Feel great now no side effects All the best to her for morrow,Liver cancer,Neoplasms,6.77E+17,0.0
1025,I had to officially report today that not one female driven media outlet has lined up stories for January for cervical cancer awareness,Breast cancer,Neoplasms,6.78E+17,0.0
1026,I hate being sick bc I start having asthma attacks and they aren t so grm,Epilepsy,Neurological disorders,6.81E+17,0.0
1027,I have a fucking migrate I wish I could kill myself,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,0.0
1028,I have a migrate They relieve my headache,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
1029,I have a really bad migrate,Non-Hodgkin lymphoma,Neoplasms,6.80E+17,0.0
1030,I have a splinter haemorrhage and all I thought about is how it s a symptom that I may have bacterial endocarditis,Cervical cancer,Neoplasms,6.80E+17,0.0
1031,i have asthma so I dont smoke,Peptic ulcer,Digestive diseases (except cirrhosis),6.75E+17,0.0
1032,I have asthma you know how to fix that BREATHE dad stop building Valley oh my god,myocarditis,Cardiovascular and circulatory diseases,6.79E+17,0.0
1033,I have been living with type 1 diabetes for more than 25 years Diabetes Type,myocarditis,Cardiovascular and circulatory diseases,6.70E+17,0.0
1034,I have epilepsy you know that,multiple sclerosis,Neurological disorders,6.81E+17,0.0
1035,i have serious asthma i am dying of it and i will suck a cock i am joking asthma patients are gay,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,0.0
1036,I have the worse migrate and I have so much packing cleaning and organizing to do before Monday,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
1037,I have trial fibrillation and supraventricular tachycardia Heartbeat goes up to 230bpm sometimes makes me feel shocking,Alzheimer,Neurological disorders,6.78E+17,0.0
1038,I have type one diabetes and stage one kidney disease Am I a good candidate for a BBL,Ovarian cancer,Neoplasms,6.78E+17,0.0
1039,I He ARE NOW in CANADA Of any CANADIAN is suffering from ulcerative politics River Cancer Diabetes or any other,Abortion,Maternal disorders,6.77E+17,0.0
1040,I held my mother in my arms the moment she died from smoking related lung cancer Worst moment of my life ENCOURAGE HIM to stop,Parkinsons disease,Neurological disorders,6.77E+17,0.0
1041,I Helped By Life Sick Cancer s Butt breast cancer survivor walk,Liver cancer,Neoplasms,6.79E+17,0.0
1042,I hope you do it pancreatic cancer will hit you in two weeks you did this to yourself maggot,Epilepsy,Neurological disorders,6.80E+17,0.0
1043,I hope you don t get liver cancer ah,Asthma,Chronic respiratory diseases,6.78E+17,0.0
1044,I hope you wake up with pancreatic cancer,multiple sclerosis,Neurological disorders,6.81E+17,0.0
1045,I hope your father gets news that he has liver cancer,multiple sclerosis,Neurological disorders,6.80E+17,0.0
1046,I just called my brother a p word with asthma,Epilepsy,Neurological disorders,6.77E+17,0.0
1047,I just developed a new fun type of pain that could be pancreatitis Boy,Pancreatitis,Digestive diseases (except cirrhosis),6.76E+17,0.0
1048,I just donate to The Leukaemia amp Lymphoma Society Help patients with blood cancer live better longer lives Visit,Breast cancer,Neoplasms,6.80E+17,0.0
1049,I just read a case study in a THC induced pancreatitis Pancreatitis is serious can be life threatening,Prostate cancer,Neoplasms,6.80E+17,0.0
1050,I just sneered 6 times in a row and now I m getting a migrate ll,Abortion,Maternal disorders,6.80E+17,0.0
1051,I just think it s really unfair how Pancreatic Cancer gets their own month for awareness Y don t i have my own month Equality please,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,0.0
1052,I just unloaded Ask Aorta Episode 7 Kidney Disease Part 5 English to,Parkinsons disease,Neurological disorders,6.77E+17,0.0
1053,I just wished for a cheque for the leukaemia foundation with Menulog DishesGetWishes,lung cancer,Neoplasms,6.81E+17,0.0
1054,I kept coughing I m thankful for not having asthma,Ovarian cancer,Neoplasms,6.81E+17,0.0
1055,I know someone close to me with liver cancer who had many of these signs especially the pain in the right side,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,0.0
1056,I like to end any invite to my home with You ve gotten your tuberculosis vaccine right,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,0.0
1057,I liked a video from Gene Treatment Cures Terminally All Girl with Leukaemia ft Nina Darling,Leukemia,Neoplasms,6.80E+17,0.0
1058,I liked a video from Loose Using His Music To Open Up About His Kidney Cancer Met,Cervical cancer,Neoplasms,6.77E+17,0.0
1059,I live in of and have one Them session left for killing my Ovarian cancer,HIV/AIDS,HIV/AIDS and tuberculosis,6.78E+17,0.0
1060,I Loss He have an amazing group on of for pancreatitis sufferer Feel free to come and join us,Alzheimer,Neurological disorders,6.81E+17,0.0
1061,I lost my sum and grand to lung cancer sum smoked ran didn t ii don t but I question if we re predisposed to certain cancers,Abortion,Maternal disorders,6.81E+17,0.0
1062,I love my mamma for y all who don t then you might as well kill to self cut she could ve got a abortion remember that,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
1063,I Love Someone With Cancer Breast Cancer Awareness Pink Ribbon Bottle Cap Intractable Feel of Badge Older via,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,0.0
1064,I m 1 year breastcancer free today of in support of getting better care for Nova Scotians,Breast cancer,Neoplasms,6.77E+17,0.0
1065,I m a lazy piece of poor I don t have asthma ll,Breast cancer,Neoplasms,6.80E+17,0.0
1066,I m a Survivor of pancreaticcancer says the disease doesn t have to be a death sentence back,Breast cancer,Neoplasms,6.81E+17,0.0
1067,I m having a god damn asthma attack amp it s a lot worse now that I m 24 amp not 8,multiple sclerosis,Neurological disorders,6.81E+17,0.0
1068,I m having an asthma attack cut of Rico and Tell,Ovarian cancer,Neoplasms,6.81E+17,0.0
1069,I m not chasing you no more I got asthma,Abortion,Maternal disorders,6.80E+17,0.0
1070,I m not sure my pancreas or my gall bladder have forgiven me yet I looked up the grm timetable for tomorrow,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,0.0
1071,I m raising money for Open Heart Surgery Aortic Aneurysm Click to Donate via,Epilepsy,Neurological disorders,6.81E+17,0.0
1072,I m reading His is not good news for all Armies Must diagnosed with 4 4 Abdominal Aortic Aneurysm lymekills,myocarditis,Cardiovascular and circulatory diseases,6.77E+17,0.0
1073,I m really just sitting here in amazement that my anna survived lung cancer TWICE,Epilepsy,Neurological disorders,6.77E+17,0.0
1074,I m sorry but It looks like you have tuberculosis,Liver cancer,Neoplasms,6.81E+17,0.0
1075,I m spending my Saturday night reading an article entitled Dusting 5 Baths about Asthma You can t handle popularity I can,Cervical cancer,Neoplasms,6.78E+17,0.0
1076,I m sure he s got asthma pump define amp amos on stand He might even have Radium by the bucket,Alzheimer,Neurological disorders,6.81E+17,0.0
1077,I need huge today He just put one of our cats down River cancer RIP Snickers 15 amp a half years wasn t enough,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
1078,I need someone that will make me laugh and make my trial fibrillation happen g 123,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,0.0
1079,I need to get the appointment for the tuberculosis blood test on monday,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
1080,I Now Key on FirstName Cases It You down da Abortion spot,multiple sclerosis,Neurological disorders,6.80E+17,0.0
1081,I only know Aloe Vera is good for burnt skin and papa for septic ulcer the 4 into,Leukemia,Neoplasms,6.78E+17,0.0
1082,I pay 1200 a month amp have it for emergencies had pancreatitis amp gallbladder removed but I m not a dr runner,Alzheimer,Neurological disorders,6.80E+17,0.0
1083,I please do you know anyone doing works on ovarian cancer By friend has a dilemma with her work,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,0.0
1084,I put the dress back on the rack I m rattling a seizure epilepsy and a syndrome but I still have a dream,Asthma,Chronic respiratory diseases,6.80E+17,0.0
1085,I retained about 25 litre of fluid cardiomyopathy but soon got rid of it Now I have returned to full health,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,0.0
1086,I said to Right my cousin Ernest died in Sov His DOB was Aug10th I shook my head I told Right their Tom died from breast cancer he was 8,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,0.0
1087,I still can t figure out how people can be cashier I would panic and have an asthma attack,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,0.0
1089,I Talk For By SISTER via breast cancer survivor walk,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,0.0
1090,I think I caught asthma I was doing a really intense sport Running,Alzheimer,Neurological disorders,6.80E+17,0.0
1091,I think I m just being extra mean to smokers because I suffer from asthma and like a tiny bit of smoke will fuck me up ll,Epilepsy,Neurological disorders,6.80E+17,0.0
1092,I think I m sick Oh I Hyperthropic CardioMyopathy killingmesoftly,COPD,Chronic respiratory diseases,6.78E+17,0.0
1093,I think id have a dilated cardiomyopathy be of won,Leukemia,Neoplasms,6.81E+17,0.0
1094,I think poverty is far better than HIV aids,Liver cancer,Neoplasms,6.78E+17,0.0
1095,I ve had a migrate all day,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,0.0
1096,i want to live inside dongwoo s gall bladder,multiple sclerosis,Neurological disorders,6.78E+17,0.0
