text,topic,group,isDup,sentimentValue,sentiment
Descriptive epidemiology of physical activity rates in multiple sclerosis,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Despite being an ancient disease tuberculosis killed 1 5 million people last year He need more funding to create new of vaccines,Tuberculosis,HIV/AIDS and tuberculosis,0.0,20.0,Positive
destroyed myself with DDR I should really get my asthma under control again,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Development Manager BIKE of National Multiple Sclerosis Society Atlanta atlanta jobs,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Diabetes another day,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Diabetes BoardReform leg Complete clinical response in rectal cancer a turning tide,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
diabetes can sea for waking me up at 3 am throwing up,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Diabetes factor Researches have discovered a simple natural technique to cure your insomnia,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
Diabetes factor World class nutritionist uncover this ancient diabetes treatment in an old text book,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
Diabetes in its it 50 years increase pancreatic cancer risk by x FOAMed,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
Diabetes is all about insult levels and sugar levels and what you put in your body,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Diabetes rates in of appear to be falling but racial disparities remain,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Diabetes Specialist Nurse needed in Nottingham at Nottingham University Hospitals NHS Trust Apply now jobs,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
Diabetes The Most Effective Days and Step by Step Guide to Reverse Diabetes published on,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Diabetic Diabetes Daily Fire is out Stories via Looks Creates,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Diagnosing chronic destructive pulmonary disease useful article on diagnosing COPD thorax,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Diagnostic and prognosis value of tissue and circulating levels of Ephrin Of in prostate cancer Sum cancer,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Did you know But of fifteen of the most common types of cancer that children are diagnosed with acute lymphoblastic leukaemia is the,Leukemia,Neoplasms,0.0,-20.0,Negative
Did you know smoking is the cause of 79 of all cases of chronic destructive pulmonary disease QuitSmoking Chicago ACAnews,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Did you know Syme disease is a risk factor for non Hodgkin lympho,Non-Hodgkin lymphoma,Neoplasms,0.0,-10.0,Negative
Did You Took Beyond the Pink His Breast Cancer Awareness Month conscioushealthsolutions health,Breast cancer,Neoplasms,0.0,10.0,Positive
didn you say that lack of organisms causes cervical cancer DUMBASS,Cervical cancer,Neoplasms,0.0,0.0,Neutral
DidYouKnow rich fatty foods like gray or grease can cause problems like stomach upset amp pancreatitis in pets,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Diet Health Witness 0278 Road To Recovery From Parkinsons Disease,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Diet Health Witness 8112 Parkinsons Disease West selling Took In The Internet,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Diet is the Pain Key in Avoiding Pancreatic Cancer,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
Dietary causes of Alzheimer s and Atkinson s Diseases earth are the government so keen to,Alzheimer,Neurological disorders,0.0,0.0,Neutral
Different Types regarding of Multiple Sclerosis q,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
digesting dirt and weight loss could be signs of PANCREATITIS Check Sad ply FreeT24,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Digitizing Cervical Cancer Screening in Sonya lowered by SAP HANA Loud Platform SAP News Enter,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Direct measurement of upper away inflammation in children with chronic rhinosinusitis implication for asthma,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
Discovery of new signaling intermediate provides clues to novel therapist in pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Discovery puts designer dopamine neuron within reach via,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Discuss pancreatitis and diabetes and explain how these medical conditions would affect Men,Pancreatitis,Digestive diseases (except cirrhosis),0.0,10.0,Positive
Disease peripheral vascular disease pictures peripheral vascular disease pictures You probably know already,Peripheral vascular disease,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Disease rheumatic heart disease picture rheumatic heart disease picture You almost certainly already know,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Diseases in which iron is a factor cancer heart disease multiple sclerosis Atkinson s Alzheimer s diabetes osteoporosis sarcopenia,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Dish Government Links Heavy Metal in Later to Kidney Disease The New Indian Express,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Dissecting aortic aneurysm possible role of chemical exposure,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Distinct patterns of nucleosome modeling at enhanced in glucocorticoid treated acute lymphoblastic leukaemia,Leukemia,Neoplasms,0.0,-10.0,Negative
Diversity of tuberculosis strains found in Ethiopia According to the scientists this adds to evidence that M,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Divorce Rates Higher Among People With Cervical Reticular Cancer conscioushealthsolutions health,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Doctor on Instagram Trial Fibrillation Management trim fibrillation alive fibrillation,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Dog defects owner s lung cancer before doctors do with,lung cancer,Neoplasms,0.0,0.0,Neutral
Dogs able to smell prostate cancer in 98 per cent of cases,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Donations will allow widow to purchase healthy foods on her strict diabetes diet,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
download Chronic Destructive Pulmonary Disease A Medical Dictionary Bibliography and Annotated Research Guide to,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Draft Hair for Pancreatic Cancer from 10 00 to 16 00 today,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Drinking Silk Is Linked to Atkinson s Disease Study,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
Drinking two small glasses of wine a day may reduce the risk of death for Alzheimer s path,Alzheimer,Neurological disorders,0.0,-20.0,Negative
Driven by Increasing Incidence of Atkinson s Disease Global Deep Brain Stimulation Devices Market Noised to Each,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Drug Information Update FDA approved first follow on insult glaring product to treat diabetes,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
Drug treatment low parkinsons disease buy pramipexole 120 Oil treatment parkinsons disease,Parkinsons disease,Neurological disorders,0.0,20.0,Positive
DTN Tibia Uprising Program launched to reduce deadly cervical cancer in Haiti of MARC Haiti of A pilot,Cervical cancer,Neoplasms,0.0,-10.0,Negative
Duren14 agreed But if it s a massive ischaemic stroke they may want to wait Always good to clarify esp w poor neuro exam,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
DYK Most prostate cancers grow slowly Learn more about prostate cancer here,Prostate cancer,Neoplasms,0.0,10.0,Positive
DYK that a CD30 screening for diagnosis of Hodgkin amp certain types of non Hodgkin lympho is recommended LYMSM,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
Early adoption of screening and the changing pattern of cervical cancer in of military women evidence from the,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Early detection for ovarian cancer may finally become available via,Ovarian cancer,Neoplasms,0.0,0.0,Neutral
Early detection of cervical cancer increased after ACA expanded coverage via,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Early Detection of Ovarian Cancer May Become Possible via,Ovarian cancer,Neoplasms,0.0,0.0,Neutral
Early in the course of the disease the most obvious symptoms are movement related Parkinsons,Parkinsons disease,Neurological disorders,0.0,-10.0,Negative
Early sweet about how having asthma in winter is absolutely white,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Eating dinner before Epilepsy Awareness Right at the chicagowolves game,Epilepsy,Neurological disorders,0.0,10.0,Positive
Eating your reduces the risk of type 2 diabetes by 28,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
edge Breast Cancer awareness tree yes its beautiful,Breast cancer,Neoplasms,0.0,10.0,Positive
Editor s Summary Emergency Department Management of Trial Fibrillation Flutter by of Millard et al in the,Atrial flutter,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Effect of a single oral high dose vitamin D supplementation on endothelial function in,Peripheral Arterial disease,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Effect of apolipoprotein B mRNA editing paralytic polypeptide like protein Of in cervical cancer,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Effect of Arachidonic Acid on the Late of Oxygen Consumption in Isolated Cardiomyocytes from Intact Oats and,Ischemic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Effect of Wish Oil Based I V Rapid Emulsion on Cytokines in Urine Model of Acute Pancreatitis Olin Nutrition,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Effective Septic Ulcer Treatments for Quick Pain Relief,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Effects of alcohol weight gain fatty liver alcoholic keratitis liver cancer pancreatitis BawasBisyoKabataanConvention,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Efficacy and safety of an among acid jelly containing enzyme Q10 and l carnitine in controlling fatigue in area,Breast cancer,Neoplasms,0.0,0.0,Neutral
Efficacy of Combined Antithrombotic Station and Anti Hypertensive drugs in Acute Ischaemic Stroke by,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Efficacy of Glutamine Enriched Nutrition for Acute Pancreatitis Patients Beta analysis reveals benefits JPEN,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Eight Pain Linked to Recurring Prostate Cancer,Prostate cancer,Neoplasms,0.0,-10.0,Negative
elephants can carry human strains of tuberculosis and it s incredibly difficult to treat Met we still force them into room,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Ellesmere Sort allies for brave little girl fighting rare kidney cancer,Kidney cancer,Neoplasms,0.0,0.0,Neutral
ELPRESADOR GET PANCREATIC AND GALL BLADDER PROSTATE CANCER YOU OVER BEAST FAGGOT,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Email Catherine Parr who had cervical cancer shares the moment she was given the all clear Catherine Parr 2,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Emergency Testing of the Intracranial Internal Carotid Artery in Combination with Interior Circulation Thrombecto,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Emma these companies to stop using gay men especially black gay men as their pawns to educate people about HIV AIDS,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
EMS now requested for the operator of the vehicle who struck the cruisers Patrol It reports possible medical epilepsy condition,Epilepsy,Neurological disorders,0.0,0.0,Neutral
EMTHONJENI C2C may Raphael Centre assisted by Emthonjeni Trust runs Sakhingomso School in Grahamstown for HIV AIDS affected children,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
End a Message Diabetes Funding Matters via,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,20.0,Positive
Endocarditis Eljaaly notes Based on this study amp others high daptomycin dose 8 10 my g d recommended for MRSA,Endocarditis,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Endocarditis Eljaaly notes Combined antibiotics should given at the closest time possible to each other to minimize synergistic activity,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Endocarditis might result in a pepper speak big toe Experts suggest Preparing Tonic,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Endocarditis treatments in pursuit to eccentric remedies rCeRCe,Endocarditis,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Endocarditis weak disencumberment revolutionize mode on route to cure vaginitis aching customary TeCZixw,Endocarditis,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Endologix AFX Endovascular abdominal aortic aneurysm system receives Shonin approval for marketing in Japan,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Endoscopic versus percutaneous drainage of symptomatic pancreatic fluid collections A 14 year experience from a,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Endovascular therapy is effective and safe for patients with severe ischaemic stroke Stroke neuro,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Endovascular Thrombectomy for Acute Ischaemic Stroke A Beta analysis via,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
