time,text,topic,group,id,isDup
Sat Dec 12 10:03:03 +0000 2015,I d find you and plant lung cancer in your lungs,Cervical cancer,Neoplasms,6.76E+17,
Sun Dec 06 18:31:36 +0000 2015,I d much rather have pancreatic cancer than ever vote to labour I ll never ever ever vote for them I can t stand them may,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-23T23:36:33.000Z,I don t care smoke fucking cigarettes but not around me I m not going to get cancer or have an asthma attack for a fucking drug,Cervical cancer,Neoplasms,6.80E+17,
Sat Dec 12 07:50:42 +0000 2015,I don t really want to be unkind but last night we saw 397 cases of not early enough onset Alzheimer s SyriaVote,Liver cancer,Neoplasms,6.76E+17,
Mon Nov 30 23:19:58 +0000 2015,I donate 0 08 to National Multiple Sclerosis Society instant,COPD,Chronic respiratory diseases,6.71E+17,
2015-12-26T21:50:01.000Z,i dont know if i know anyone with epilepsy but who knows i dont know everyone who follows me,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-23T23:55:15.000Z,I feel like death and I want to cry but that ll only make my migrate worse,Abortion,Maternal disorders,6.80E+17,
2015-12-26T22:32:27.000Z,i feel like i might actually have an asthma attack,Epilepsy,Neurological disorders,6.81E+17,
2015-12-26T22:52:22.000Z,I feel like my asthma is going to be acting up with this weather,Ovarian cancer,Neoplasms,6.81E+17,
Sat Dec 12 22:55:04 +0000 2015,I feel sick so i didn go to work my stomach hurts pancreatitis pus calm itself,Cardiomyopathy,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-23T22:15:05.000Z,I found it useful for my thesis on the economic evaluation of HPV vaccination for cervical cancer prevention,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-26T01:26:30.000Z,I gall bladder for that mug is a fair trade I think,Cardiomyopathy,Cardiovascular and circulatory diseases,6.81E+17,
2015-12-26T21:59:14.000Z,I get in such a bad mood when my stomach hurts Pancreatitis fuck you,Asthma,Chronic respiratory diseases,6.81E+17,
2015-12-16T22:48:05.000Z,I got asthma trying to read this,Prostate cancer,Neoplasms,6.77E+17,
2015-12-23T21:28:44.000Z,I got my christmas pancreatitis how about you nomorecodliver,Epilepsy,Neurological disorders,6.80E+17,
2015-12-23T06:39:07.000Z,i got sick too D its either that or seasonal minor asthma,Liver cancer,Neoplasms,6.80E+17,
2015-12-23T20:52:23.000Z,I got so sick last week I don t know whether it was my gall bladder or my husband poisoned me my aunt,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-15T18:45:34.000Z,I had 2 get mine removed I feel for u so much I m sending good pure lesion vices to or EVIL straight gall bladder,COPD,Chronic respiratory diseases,6.77E+17,
Sat Nov 28 18:42:55 +0000 2015,I had another gall bladder attack and mamma needs to get it removed ASAP I am in pain,Non-Hodgkin lymphoma,Neoplasms,6.71E+17,
2015-12-23T23:37:37.000Z,I Had Asthma for 12 Years Until I Round But It Was Cancer conscioushealthsolutions health,Epilepsy,Neurological disorders,6.80E+17,
2015-12-16T18:09:54.000Z,I had severe pancreatitis and had to have mine out Feel great now no side effects All the best to her for morrow,Liver cancer,Neoplasms,6.77E+17,
2015-12-19T23:42:35.000Z,I had to officially report today that not one female driven media outlet has lined up stories for January for cervical cancer awareness,Breast cancer,Neoplasms,6.78E+17,
2015-12-26T22:30:59.000Z,I hate being sick bc I start having asthma attacks and they aren t so grm,Epilepsy,Neurological disorders,6.81E+17,
2015-12-25T01:10:25.000Z,I have a fucking migrate I wish I could kill myself,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-24T06:58:56.000Z,I have a migrate They relieve my headache,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-24T00:04:46.000Z,I have a really bad migrate,Non-Hodgkin lymphoma,Neoplasms,6.80E+17,
2015-12-23T18:10:35.000Z,I have a splinter haemorrhage and all I thought about is how it s a symptom that I may have bacterial endocarditis,Cervical cancer,Neoplasms,6.80E+17,
Fri Dec 11 08:32:18 +0000 2015,i have asthma so I dont smoke,Peptic ulcer,Digestive diseases (except cirrhosis),6.75E+17,
2015-12-23T01:03:23.000Z,I have asthma you know how to fix that BREATHE dad stop building Valley oh my god,myocarditis,Cardiovascular and circulatory diseases,6.79E+17,
Fri Nov 27 18:03:40 +0000 2015,I have been living with type 1 diabetes for more than 25 years Diabetes Type,myocarditis,Cardiovascular and circulatory diseases,6.70E+17,
2015-12-26T21:43:59.000Z,I have epilepsy you know that,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-19T16:37:26.000Z,i have serious asthma i am dying of it and i will suck a cock i am joking asthma patients are gay,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-24T09:39:31.000Z,I have the worse migrate and I have so much packing cleaning and organizing to do before Monday,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-19T23:24:58.000Z,I have trial fibrillation and supraventricular tachycardia Heartbeat goes up to 230bpm sometimes makes me feel shocking,Alzheimer,Neurological disorders,6.78E+17,
2015-12-19T21:09:01.000Z,I have type one diabetes and stage one kidney disease Am I a good candidate for a BBL,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-16T23:57:25.000Z,I He ARE NOW in CANADA Of any CANADIAN is suffering from ulcerative politics River Cancer Diabetes or any other,Abortion,Maternal disorders,6.77E+17,
2015-12-16T20:16:55.000Z,I held my mother in my arms the moment she died from smoking related lung cancer Worst moment of my life ENCOURAGE HIM to stop,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-23T00:37:09.000Z,I Helped By Life Sick Cancer s Butt breast cancer survivor walk,Liver cancer,Neoplasms,6.79E+17,
2015-12-23T23:30:10.000Z,I hope you do it pancreatic cancer will hit you in two weeks you did this to yourself maggot,Epilepsy,Neurological disorders,6.80E+17,
2015-12-19T23:38:13.000Z,I hope you don t get liver cancer ah,Asthma,Chronic respiratory diseases,6.78E+17,
2015-12-26T20:34:50.000Z,I hope you wake up with pancreatic cancer,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-23T23:26:47.000Z,I hope your father gets news that he has liver cancer,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-16T23:27:16.000Z,I just called my brother a p word with asthma,Epilepsy,Neurological disorders,6.77E+17,
Sat Dec 12 23:01:43 +0000 2015,I just developed a new fun type of pain that could be pancreatitis Boy,Pancreatitis,Digestive diseases (except cirrhosis),6.76E+17,
2015-12-23T23:01:38.000Z,I just donate to The Leukaemia amp Lymphoma Society Help patients with blood cancer live better longer lives Visit,Breast cancer,Neoplasms,6.80E+17,
2015-12-23T21:07:50.000Z,I just read a case study in a THC induced pancreatitis Pancreatitis is serious can be life threatening,Prostate cancer,Neoplasms,6.80E+17,
2015-12-23T23:50:12.000Z,I just sneered 6 times in a row and now I m getting a migrate ll,Abortion,Maternal disorders,6.80E+17,
Sun Dec 06 18:31:39 +0000 2015,I just think it s really unfair how Pancreatic Cancer gets their own month for awareness Y don t i have my own month Equality please,Endocarditis,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-16T19:43:02.000Z,I just unloaded Ask Aorta Episode 7 Kidney Disease Part 5 English to,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-26T23:13:33.000Z,I just wished for a cheque for the leukaemia foundation with Menulog DishesGetWishes,lung cancer,Neoplasms,6.81E+17,
2015-12-26T22:47:19.000Z,I kept coughing I m thankful for not having asthma,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-16T23:44:45.000Z,I know someone close to me with liver cancer who had many of these signs especially the pain in the right side,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-18T21:17:00.000Z,I like to end any invite to my home with You ve gotten your tuberculosis vaccine right,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-23T22:34:34.000Z,I liked a video from Gene Treatment Cures Terminally All Girl with Leukaemia ft Nina Darling,Leukemia,Neoplasms,6.80E+17,
2015-12-16T20:27:00.000Z,I liked a video from Loose Using His Music To Open Up About His Kidney Cancer Met,Cervical cancer,Neoplasms,6.77E+17,
2015-12-19T21:19:17.000Z,I live in of and have one Them session left for killing my Ovarian cancer,HIV/AIDS,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-26T23:34:36.000Z,I Loss He have an amazing group on of for pancreatitis sufferer Feel free to come and join us,Alzheimer,Neurological disorders,6.81E+17,
2015-12-26T23:28:26.000Z,I lost my sum and grand to lung cancer sum smoked ran didn t ii don t but I question if we re predisposed to certain cancers,Abortion,Maternal disorders,6.81E+17,
2015-12-23T16:56:04.000Z,I love my mamma for y all who don t then you might as well kill to self cut she could ve got a abortion remember that,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-16T22:10:08.000Z,I Love Someone With Cancer Breast Cancer Awareness Pink Ribbon Bottle Cap Intractable Feel of Badge Older via,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-16T23:10:16.000Z,I m 1 year breastcancer free today of in support of getting better care for Nova Scotians,Breast cancer,Neoplasms,6.77E+17,
2015-12-23T23:35:02.000Z,I m a lazy piece of poor I don t have asthma ll,Breast cancer,Neoplasms,6.80E+17,
2015-12-26T23:43:25.000Z,I m a Survivor of pancreaticcancer says the disease doesn t have to be a death sentence back,Breast cancer,Neoplasms,6.81E+17,
2015-12-26T22:08:32.000Z,I m having a god damn asthma attack amp it s a lot worse now that I m 24 amp not 8,multiple sclerosis,Neurological disorders,6.81E+17,
2015-12-26T22:47:19.000Z,I m having an asthma attack cut of Rico and Tell,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-23T23:43:26.000Z,I m not chasing you no more I got asthma,Abortion,Maternal disorders,6.80E+17,
2015-12-23T21:30:18.000Z,I m not sure my pancreas or my gall bladder have forgiven me yet I looked up the grm timetable for tomorrow,Tuberculosis,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-26T19:54:17.000Z,I m raising money for Open Heart Surgery Aortic Aneurysm Click to Donate via,Epilepsy,Neurological disorders,6.81E+17,
2015-12-15T21:13:43.000Z,I m reading His is not good news for all Armies Must diagnosed with 4 4 Abdominal Aortic Aneurysm lymekills,myocarditis,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-16T22:13:31.000Z,I m really just sitting here in amazement that my anna survived lung cancer TWICE,Epilepsy,Neurological disorders,6.77E+17,
2015-12-26T20:47:19.000Z,I m sorry but It looks like you have tuberculosis,Liver cancer,Neoplasms,6.81E+17,
2015-12-19T20:19:07.000Z,I m spending my Saturday night reading an article entitled Dusting 5 Baths about Asthma You can t handle popularity I can,Cervical cancer,Neoplasms,6.78E+17,
2015-12-26T22:23:16.000Z,I m sure he s got asthma pump define amp amos on stand He might even have Radium by the bucket,Alzheimer,Neurological disorders,6.81E+17,
2015-12-26T17:40:02.000Z,I need huge today He just put one of our cats down River cancer RIP Snickers 15 amp a half years wasn t enough,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-26T14:40:35.000Z,I need someone that will make me laugh and make my trial fibrillation happen g 123,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-23T23:46:39.000Z,I need to get the appointment for the tuberculosis blood test on monday,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-23T17:26:36.000Z,I Now Key on FirstName Cases It You down da Abortion spot,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-19T22:34:49.000Z,I only know Aloe Vera is good for burnt skin and papa for septic ulcer the 4 into,Leukemia,Neoplasms,6.78E+17,
2015-12-23T23:58:33.000Z,I pay 1200 a month amp have it for emergencies had pancreatitis amp gallbladder removed but I m not a dr runner,Alzheimer,Neurological disorders,6.80E+17,
2015-12-19T06:46:43.000Z,I please do you know anyone doing works on ovarian cancer By friend has a dilemma with her work,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-23T23:07:32.000Z,I put the dress back on the rack I m rattling a seizure epilepsy and a syndrome but I still have a dream,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-26T16:48:16.000Z,I retained about 25 litre of fluid cardiomyopathy but soon got rid of it Now I have returned to full health,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-23T23:49:00.000Z,I said to Right my cousin Ernest died in Sov His DOB was Aug10th I shook my head I told Right their Tom died from breast cancer he was 8,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-23T05:39:52.000Z,I still can t figure out how people can be cashier I would panic and have an asthma attack,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17,
2015-12-16T23:31:08.000Z,I Talk For By MOM via breast cancer survivor walk,Alzheimer,Neurological disorders,6.77E+17,
2015-12-16T22:10:04.000Z,I Talk For By SISTER via breast cancer survivor walk,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-23T23:36:49.000Z,I think I caught asthma I was doing a really intense sport Running,Alzheimer,Neurological disorders,6.80E+17,
2015-12-23T23:56:05.000Z,I think I m just being extra mean to smokers because I suffer from asthma and like a tiny bit of smoke will fuck me up ll,Epilepsy,Neurological disorders,6.80E+17,
2015-12-17T17:06:00.000Z,I think I m sick Oh I Hyperthropic CardioMyopathy killingmesoftly,COPD,Chronic respiratory diseases,6.78E+17,
2015-12-26T16:55:44.000Z,I think id have a dilated cardiomyopathy be of won,Leukemia,Neoplasms,6.81E+17,
2015-12-18T12:14:36.000Z,I think poverty is far better than HIV aids,Liver cancer,Neoplasms,6.78E+17,
2015-12-23T23:57:59.000Z,I ve had a migrate all day,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-19T23:04:32.000Z,i want to live inside dongwoo s gall bladder,multiple sclerosis,Neurological disorders,6.78E+17,
2015-12-26T23:35:06.000Z,I was honoured to be asked to share Had s story by The Over Nahmani Pancreatic Cancer Foundation in the Old,lung cancer,Neoplasms,6.81E+17,
2015-12-26T22:52:34.000Z,I was in pain from gallstones and the infected gall bladder was infecting my liver I am much better,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-16T23:33:25.000Z,I went amp visited my mother at the nursing home today early onset Alzheimer s amp she thought I was my dad the whole time I was there,Atrial fibrillation,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-25T13:00:42.000Z,I will eventually migrate,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-18T16:54:45.000Z,I will not die not from HIV AIDS CANCER MALARIA ACCIDENT of NATURAL CAUSES But for asking Demyan tax papers EuroBond money,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,
Sun Dec 13 01:01:51 +0000 2015,I wish I m waiting to hear if my hubs is having a recurrence of pancreatic cancer,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,
2015-12-23T22:21:13.000Z,I wonder about people who go to Mimi s Of The concept and alliance are based on an opera character who dies of tuberculosis,Leukemia,Neoplasms,6.80E+17,
2015-12-19T20:54:21.000Z,i would to lose weight before i go to New Work in spring time this year and before i go back to my diabetes doctor next month,HIV/AIDS,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-19T18:31:33.000Z,I would ve had a asthma attack right then amp there,Cervical cancer,Neoplasms,6.78E+17,
2015-12-26T23:07:22.000Z,I4U News Stress may Trigger Alzheimer s Disease in Elderly I4U News Stress contributes to many health problems,Asthma,Chronic respiratory diseases,6.81E+17,
